item_id,is_hidden,categories,timestamp,labels,comment
item_23,False,['Dresses'],2024-06-26T19:36:55.535899,"{'subcategory': 'Maxi Dress', 'price': 296.83, 'color': 'Red', 'pattern': 'Floral', 'material': 'Wool', 'brand': 'Prada', 'condition': 'Vintage'}",Red Floral Maxi Dress by Prada (Vintage)
item_24,False,['Shoes'],2024-06-09T10:05:45.535899,"{'subcategory': 'Boots', 'price': 39.76, 'color': 'Purple', 'pattern': 'Striped', 'material': 'Wool', 'brand': ""Levi's"", 'condition': 'Well Used'}",Purple Striped Boots by Levi's (Well Used)
item_25,False,['Shoes'],2024-12-10T10:17:51.535899,"{'subcategory': 'Sandals', 'price': 42.05, 'color': 'Red', 'pattern': 'Plaid', 'material': 'Cotton', 'brand': 'H&M', 'condition': 'Gently Used'}",Red Plaid Sandals by H&M (Gently Used)
item_26,False,['Outerwear'],2024-02-17T00:50:41.535899,"{'subcategory': 'Cardigan', 'price': 188.65, 'color': 'Yellow', 'pattern': 'Plaid', 'material': 'Wool', 'brand': 'Gucci', 'condition': 'Well Used'}",Yellow Plaid Cardigan by Gucci (Well Used)
item_27,False,['Dresses'],2024-07-15T04:22:35.535899,"{'subcategory': 'Mini Dress', 'price': 79.53, 'color': 'Yellow', 'pattern': 'Solid', 'material': 'Denim', 'brand': 'Uniqlo', 'condition': 'Like New'}",Yellow Solid Mini Dress by Uniqlo (Like New)
item_28,False,['Accessories'],2024-07-07T11:01:40.535899,"{'subcategory': 'Jewelry', 'price': 13.04, 'color': 'Yellow', 'pattern': 'Animal Print', 'material': 'Silk', 'brand': 'Zara', 'condition': 'Well Used'}",Yellow Animal Print Jewelry by Zara (Well Used)
item_29,False,['Dresses'],2024-08-28T20:12:24.535899,"{'subcategory': 'Evening Dress', 'price': 71.43, 'color': 'Purple', 'pattern': 'Polka Dot', 'material': 'Polyester', 'brand': 'Nike', 'condition': 'Like New'}",Purple Polka Dot Evening Dress by Nike (Like New)
item_30,False,['Accessories'],2024-10-31T17:31:35.535899,"{'subcategory': 'Belts', 'price': 55.91, 'color': 'Black', 'pattern': 'Striped', 'material': 'Cotton', 'brand': 'Gucci', 'condition': 'Well Used'}",Black Striped Belts by Gucci (Well Used)
item_31,False,['Shoes'],2024-09-17T23:47:21.535899,"{'subcategory': 'Heels', 'price': 34.48, 'color': 'Green', 'pattern': 'Polka Dot', 'material': 'Cotton', 'brand': ""Levi's"", 'condition': 'Like New'}",Green Polka Dot Heels by Levi's (Like New)
item_32,False,['Shoes'],2024-04-18T02:45:10.535899,"{'subcategory': 'Boots', 'price': 103.87, 'color': 'Purple', 'pattern': 'Striped', 'material': 'Cotton', 'brand': ""Levi's"", 'condition': 'Gently Used'}",Purple Striped Boots by Levi's (Gently Used)
item_33,False,['Tops'],2024-08-27T07:54:57.535899,"{'subcategory': 'Tank Top', 'price': 32.49, 'color': 'Red', 'pattern': 'Solid', 'material': 'Polyester', 'brand': 'Adidas', 'condition': 'Gently Used'}",Red Solid Tank Top by Adidas (Gently Used)
item_34,False,['Accessories'],2024-12-09T17:21:41.535899,"{'subcategory': 'Belts', 'price': 130.92, 'color': 'Pink', 'pattern': 'Solid', 'material': 'Cotton', 'brand': 'Prada', 'condition': 'Vintage'}",Pink Solid Belts by Prada (Vintage)
item_35,False,['Tops'],2024-10-24T13:10:57.535899,"{'subcategory': 'T-Shirt', 'price': 19.66, 'color': 'Brown', 'pattern': 'Striped', 'material': 'Linen', 'brand': 'H&M', 'condition': 'Vintage'}",Brown Striped T-Shirt by H&M (Vintage)
item_36,False,['Shoes'],2024-02-03T02:51:59.535899,"{'subcategory': 'Sandals', 'price': 26.37, 'color': 'Pink', 'pattern': 'Solid', 'material': 'Denim', 'brand': ""Levi's"", 'condition': 'Well Used'}",Pink Solid Sandals by Levi's (Well Used)
item_37,False,['Tops'],2024-08-20T00:35:40.535899,"{'subcategory': 'Shirt', 'price': 56.69, 'color': 'Gray', 'pattern': 'Striped', 'material': 'Linen', 'brand': 'Nike', 'condition': 'Vintage'}",Gray Striped Shirt by Nike (Vintage)
item_38,False,['Bottoms'],2024-02-17T01:24:15.535899,"{'subcategory': 'Trousers', 'price': 63.18, 'color': 'Red', 'pattern': 'Striped', 'material': 'Wool', 'brand': ""Levi's"", 'condition': 'Gently Used'}",Red Striped Trousers by Levi's (Gently Used)
item_39,False,['Outerwear'],2024-02-23T23:40:10.535899,"{'subcategory': 'Blazer', 'price': 82.72, 'color': 'Black', 'pattern': 'Plaid', 'material': 'Denim', 'brand': 'Uniqlo', 'condition': 'Like New'}",Black Plaid Blazer by Uniqlo (Like New)
item_40,False,['Dresses'],2024-02-22T02:25:52.535899,"{'subcategory': 'Evening Dress', 'price': 165.19, 'color': 'Brown', 'pattern': 'Plaid', 'material': 'Leather', 'brand': 'Prada', 'condition': 'Well Used'}",Brown Plaid Evening Dress by Prada (Well Used)
item_41,False,['Shoes'],2024-07-12T09:59:55.535899,"{'subcategory': 'Boots', 'price': 127.21, 'color': 'Pink', 'pattern': 'Plaid', 'material': 'Silk', 'brand': 'Gucci', 'condition': 'Well Used'}",Pink Plaid Boots by Gucci (Well Used)
item_42,False,['Dresses'],2024-09-30T11:43:55.535899,"{'subcategory': 'Mini Dress', 'price': 33.31, 'color': 'Blue', 'pattern': 'Striped', 'material': 'Linen', 'brand': 'Uniqlo', 'condition': 'Well Used'}",Blue Striped Mini Dress by Uniqlo (Well Used)
item_43,False,['Accessories'],2024-05-18T19:41:06.535899,"{'subcategory': 'Jewelry', 'price': 8.73, 'color': 'Purple', 'pattern': 'Plaid', 'material': 'Leather', 'brand': 'H&M', 'condition': 'Vintage'}",Purple Plaid Jewelry by H&M (Vintage)
item_44,False,['Shoes'],2024-05-03T16:03:55.535899,"{'subcategory': 'Sneakers', 'price': 42.95, 'color': 'Yellow', 'pattern': 'Striped', 'material': 'Wool', 'brand': 'Uniqlo', 'condition': 'Like New'}",Yellow Striped Sneakers by Uniqlo (Like New)
item_45,False,['Bottoms'],2024-05-28T14:13:45.535899,"{'subcategory': 'Trousers', 'price': 18.15, 'color': 'Gray', 'pattern': 'Animal Print', 'material': 'Linen', 'brand': 'Uniqlo', 'condition': 'Like New'}",Gray Animal Print Trousers by Uniqlo (Like New)
item_46,False,['Shoes'],2025-01-05T12:43:56.535899,"{'subcategory': 'Sneakers', 'price': 188.83, 'color': 'Blue', 'pattern': 'Striped', 'material': 'Linen', 'brand': 'Gucci', 'condition': 'Vintage'}",Blue Striped Sneakers by Gucci (Vintage)
item_47,False,['Tops'],2024-05-08T20:56:11.535899,"{'subcategory': 'Shirt', 'price': 94.68, 'color': 'Green', 'pattern': 'Floral', 'material': 'Wool', 'brand': 'Prada', 'condition': 'Well Used'}",Green Floral Shirt by Prada (Well Used)
item_48,False,['Tops'],2024-02-10T15:08:32.535899,"{'subcategory': 'Blouse', 'price': 42.59, 'color': 'Black', 'pattern': 'Striped', 'material': 'Wool', 'brand': 'Gucci', 'condition': 'Well Used'}",Black Striped Blouse by Gucci (Well Used)
item_49,False,['Outerwear'],2024-03-22T12:13:05.535899,"{'subcategory': 'Coat', 'price': 456.77, 'color': 'Gray', 'pattern': 'Polka Dot', 'material': 'Polyester', 'brand': 'Gucci', 'condition': 'Vintage'}",Gray Polka Dot Coat by Gucci (Vintage)
item_50,False,['Shoes'],2024-09-16T00:31:31.535899,"{'subcategory': 'Flats', 'price': 87.37, 'color': 'Green', 'pattern': 'Polka Dot', 'material': 'Wool', 'brand': 'Zara', 'condition': 'Like New'}",Green Polka Dot Flats by Zara (Like New)
item_51,False,['Tops'],2024-05-14T15:28:30.535899,"{'subcategory': 'Blouse', 'price': 16.49, 'color': 'Brown', 'pattern': 'Plaid', 'material': 'Leather', 'brand': 'Uniqlo', 'condition': 'Well Used'}",Brown Plaid Blouse by Uniqlo (Well Used)
item_52,False,['Accessories'],2024-09-26T17:30:41.535899,"{'subcategory': 'Scarves', 'price': 86.42, 'color': 'Green', 'pattern': 'Floral', 'material': 'Wool', 'brand': 'Prada', 'condition': 'Like New'}",Green Floral Scarves by Prada (Like New)
item_53,False,['Bottoms'],2024-06-05T22:23:04.535899,"{'subcategory': 'Skirt', 'price': 178.58, 'color': 'Purple', 'pattern': 'Polka Dot', 'material': 'Polyester', 'brand': 'Prada', 'condition': 'Vintage'}",Purple Polka Dot Skirt by Prada (Vintage)
item_54,False,['Tops'],2024-03-01T23:46:21.535899,"{'subcategory': 'Tank Top', 'price': 65.15, 'color': 'Brown', 'pattern': 'Polka Dot', 'material': 'Wool', 'brand': 'Prada', 'condition': 'Gently Used'}",Brown Polka Dot Tank Top by Prada (Gently Used)
item_55,False,['Shoes'],2024-11-21T08:45:25.535899,"{'subcategory': 'Sneakers', 'price': 66.64, 'color': 'Black', 'pattern': 'Striped', 'material': 'Polyester', 'brand': 'Nike', 'condition': 'Well Used'}",Black Striped Sneakers by Nike (Well Used)
item_56,False,['Tops'],2024-11-03T09:30:25.535899,"{'subcategory': 'Shirt', 'price': 13.94, 'color': 'Green', 'pattern': 'Floral', 'material': 'Polyester', 'brand': 'Local Brand', 'condition': 'Well Used'}",Green Floral Shirt by Local Brand (Well Used)
item_57,False,['Tops'],2024-04-04T02:25:40.535899,"{'subcategory': 'Blouse', 'price': 14.53, 'color': 'Gray', 'pattern': 'Plaid', 'material': 'Silk', 'brand': 'Uniqlo', 'condition': 'Like New'}",Gray Plaid Blouse by Uniqlo (Like New)
item_58,False,['Bottoms'],2024-10-29T05:49:36.535899,"{'subcategory': 'Trousers', 'price': 144.31, 'color': 'White', 'pattern': 'Plaid', 'material': 'Silk', 'brand': 'Gucci', 'condition': 'Well Used'}",White Plaid Trousers by Gucci (Well Used)
item_59,False,['Tops'],2024-08-23T10:57:21.535899,"{'subcategory': 'Shirt', 'price': 30.06, 'color': 'Blue', 'pattern': 'Floral', 'material': 'Linen', 'brand': 'Uniqlo', 'condition': 'Gently Used'}",Blue Floral Shirt by Uniqlo (Gently Used)
item_60,False,['Dresses'],2024-01-28T13:52:47.535899,"{'subcategory': 'Evening Dress', 'price': 309.61, 'color': 'Black', 'pattern': 'Plaid', 'material': 'Denim', 'brand': 'Prada', 'condition': 'Vintage'}",Black Plaid Evening Dress by Prada (Vintage)
item_61,False,['Tops'],2024-06-13T15:28:32.535899,"{'subcategory': 'Tank Top', 'price': 20.81, 'color': 'Blue', 'pattern': 'Floral', 'material': 'Linen', 'brand': 'Adidas', 'condition': 'Well Used'}",Blue Floral Tank Top by Adidas (Well Used)
item_62,False,['Dresses'],2024-09-11T08:48:52.535899,"{'subcategory': 'Maxi Dress', 'price': 88.61, 'color': 'Red', 'pattern': 'Floral', 'material': 'Polyester', 'brand': 'Local Brand', 'condition': 'Like New'}",Red Floral Maxi Dress by Local Brand (Like New)
item_63,False,['Tops'],2024-09-10T00:52:11.535899,"{'subcategory': 'Sweater', 'price': 22.2, 'color': 'Green', 'pattern': 'Plaid', 'material': 'Denim', 'brand': 'Zara', 'condition': 'Gently Used'}",Green Plaid Sweater by Zara (Gently Used)
item_64,False,['Shoes'],2024-04-13T02:13:52.535899,"{'subcategory': 'Boots', 'price': 86.12, 'color': 'Red', 'pattern': 'Striped', 'material': 'Polyester', 'brand': 'Nike', 'condition': 'Like New'}",Red Striped Boots by Nike (Like New)
item_65,False,['Bottoms'],2024-04-23T04:44:26.535899,"{'subcategory': 'Jeans', 'price': 123.67, 'color': 'Red', 'pattern': 'Striped', 'material': 'Leather', 'brand': 'Gucci', 'condition': 'Gently Used'}",Red Striped Jeans by Gucci (Gently Used)
item_66,False,['Bottoms'],2024-01-19T21:39:37.535899,"{'subcategory': 'Leggings', 'price': 52.88, 'color': 'Green', 'pattern': 'Floral', 'material': 'Denim', 'brand': 'Local Brand', 'condition': 'Gently Used'}",Green Floral Leggings by Local Brand (Gently Used)
item_67,False,['Dresses'],2024-02-11T20:57:58.535899,"{'subcategory': 'Maxi Dress', 'price': 47.28, 'color': 'Gray', 'pattern': 'Floral', 'material': 'Linen', 'brand': 'Adidas', 'condition': 'Vintage'}",Gray Floral Maxi Dress by Adidas (Vintage)
item_68,False,['Shoes'],2024-12-09T04:12:14.535899,"{'subcategory': 'Flats', 'price': 51.7, 'color': 'Yellow', 'pattern': 'Plaid', 'material': 'Polyester', 'brand': ""Levi's"", 'condition': 'Well Used'}",Yellow Plaid Flats by Levi's (Well Used)
item_69,False,['Accessories'],2024-06-25T12:45:05.535899,"{'subcategory': 'Bags', 'price': 31.85, 'color': 'Purple', 'pattern': 'Polka Dot', 'material': 'Silk', 'brand': ""Levi's"", 'condition': 'Gently Used'}",Purple Polka Dot Bags by Levi's (Gently Used)
item_70,False,['Shoes'],2024-06-03T19:11:17.535899,"{'subcategory': 'Boots', 'price': 181.63, 'color': 'White', 'pattern': 'Plaid', 'material': 'Denim', 'brand': 'Gucci', 'condition': 'Gently Used'}",White Plaid Boots by Gucci (Gently Used)
item_71,False,['Outerwear'],2024-08-30T23:20:42.535899,"{'subcategory': 'Blazer', 'price': 172.45, 'color': 'Brown', 'pattern': 'Solid', 'material': 'Denim', 'brand': 'Adidas', 'condition': 'Vintage'}",Brown Solid Blazer by Adidas (Vintage)
item_72,False,['Outerwear'],2024-02-26T03:08:59.535899,"{'subcategory': 'Coat', 'price': 71.65, 'color': 'Black', 'pattern': 'Striped', 'material': 'Linen', 'brand': 'Nike', 'condition': 'Vintage'}",Black Striped Coat by Nike (Vintage)
item_73,False,['Dresses'],2024-07-29T11:06:24.535899,"{'subcategory': 'Mini Dress', 'price': 41.51, 'color': 'Red', 'pattern': 'Solid', 'material': 'Cotton', 'brand': 'Nike', 'condition': 'Well Used'}",Red Solid Mini Dress by Nike (Well Used)
item_74,False,['Bottoms'],2024-06-22T16:59:37.535899,"{'subcategory': 'Trousers', 'price': 66.91, 'color': 'Green', 'pattern': 'Floral', 'material': 'Cotton', 'brand': 'H&M', 'condition': 'Like New'}",Green Floral Trousers by H&M (Like New)
item_75,False,['Shoes'],2024-06-22T04:35:02.535899,"{'subcategory': 'Boots', 'price': 33.3, 'color': 'Green', 'pattern': 'Striped', 'material': 'Leather', 'brand': ""Levi's"", 'condition': 'Well Used'}",Green Striped Boots by Levi's (Well Used)
item_76,False,['Outerwear'],2024-03-20T15:33:15.535899,"{'subcategory': 'Jacket', 'price': 559.54, 'color': 'Black', 'pattern': 'Floral', 'material': 'Denim', 'brand': 'Prada', 'condition': 'Like New'}",Black Floral Jacket by Prada (Like New)
item_77,False,['Bottoms'],2024-05-01T02:20:21.535899,"{'subcategory': 'Jeans', 'price': 54.87, 'color': 'Green', 'pattern': 'Striped', 'material': 'Silk', 'brand': 'Adidas', 'condition': 'Gently Used'}",Green Striped Jeans by Adidas (Gently Used)
item_78,False,['Outerwear'],2024-07-01T00:22:57.535899,"{'subcategory': 'Jacket', 'price': 142.87, 'color': 'Black', 'pattern': 'Plaid', 'material': 'Linen', 'brand': 'Prada', 'condition': 'Well Used'}",Black Plaid Jacket by Prada (Well Used)
item_79,False,['Accessories'],2024-08-03T05:12:27.535899,"{'subcategory': 'Belts', 'price': 77.3, 'color': 'Yellow', 'pattern': 'Polka Dot', 'material': 'Silk', 'brand': 'Nike', 'condition': 'Like New'}",Yellow Polka Dot Belts by Nike (Like New)
item_80,False,['Shoes'],2024-06-20T14:08:55.535899,"{'subcategory': 'Boots', 'price': 141.43, 'color': 'Black', 'pattern': 'Polka Dot', 'material': 'Denim', 'brand': 'Prada', 'condition': 'Gently Used'}",Black Polka Dot Boots by Prada (Gently Used)
item_81,False,['Bottoms'],2024-09-14T10:53:33.535899,"{'subcategory': 'Trousers', 'price': 24.94, 'color': 'Red', 'pattern': 'Animal Print', 'material': 'Silk', 'brand': ""Levi's"", 'condition': 'Well Used'}",Red Animal Print Trousers by Levi's (Well Used)
item_82,False,['Tops'],2024-08-21T18:31:32.535899,"{'subcategory': 'Blouse', 'price': 163.44, 'color': 'Blue', 'pattern': 'Floral', 'material': 'Denim', 'brand': 'Prada', 'condition': 'Vintage'}",Blue Floral Blouse by Prada (Vintage)
item_83,False,['Outerwear'],2024-10-08T11:48:09.535899,"{'subcategory': 'Cardigan', 'price': 178.22, 'color': 'Purple', 'pattern': 'Floral', 'material': 'Linen', 'brand': 'Prada', 'condition': 'Well Used'}",Purple Floral Cardigan by Prada (Well Used)
item_84,False,['Bottoms'],2024-03-02T13:53:39.535899,"{'subcategory': 'Skirt', 'price': 26.87, 'color': 'Black', 'pattern': 'Floral', 'material': 'Linen', 'brand': 'Adidas', 'condition': 'Well Used'}",Black Floral Skirt by Adidas (Well Used)
item_85,False,['Tops'],2024-02-09T20:58:31.535899,"{'subcategory': 'Blouse', 'price': 64.63, 'color': 'Blue', 'pattern': 'Plaid', 'material': 'Cotton', 'brand': 'Prada', 'condition': 'Gently Used'}",Blue Plaid Blouse by Prada (Gently Used)
item_86,False,['Dresses'],2024-10-23T09:30:14.535899,"{'subcategory': 'Mini Dress', 'price': 30.14, 'color': 'Pink', 'pattern': 'Polka Dot', 'material': 'Polyester', 'brand': 'Local Brand', 'condition': 'Vintage'}",Pink Polka Dot Mini Dress by Local Brand (Vintage)
item_87,False,['Accessories'],2024-12-29T00:53:41.535899,"{'subcategory': 'Bags', 'price': 14.67, 'color': 'Blue', 'pattern': 'Polka Dot', 'material': 'Silk', 'brand': 'Adidas', 'condition': 'Well Used'}",Blue Polka Dot Bags by Adidas (Well Used)
item_88,False,['Dresses'],2024-12-07T23:44:47.535899,"{'subcategory': 'Mini Dress', 'price': 29.75, 'color': 'Pink', 'pattern': 'Floral', 'material': 'Linen', 'brand': 'Zara', 'condition': 'Well Used'}",Pink Floral Mini Dress by Zara (Well Used)
item_89,False,['Outerwear'],2024-02-23T22:54:25.535899,"{'subcategory': 'Cardigan', 'price': 190.05, 'color': 'Pink', 'pattern': 'Solid', 'material': 'Wool', 'brand': 'Prada', 'condition': 'Gently Used'}",Pink Solid Cardigan by Prada (Gently Used)
item_90,False,['Outerwear'],2024-11-06T20:02:13.535899,"{'subcategory': 'Coat', 'price': 50.83, 'color': 'Blue', 'pattern': 'Plaid', 'material': 'Wool', 'brand': 'Nike', 'condition': 'Well Used'}",Blue Plaid Coat by Nike (Well Used)
item_91,False,['Accessories'],2024-07-30T05:24:46.535899,"{'subcategory': 'Bags', 'price': 19.93, 'color': 'Pink', 'pattern': 'Plaid', 'material': 'Linen', 'brand': 'Uniqlo', 'condition': 'Well Used'}",Pink Plaid Bags by Uniqlo (Well Used)
item_92,False,['Bottoms'],2024-04-10T19:12:45.535899,"{'subcategory': 'Trousers', 'price': 20.29, 'color': 'Red', 'pattern': 'Animal Print', 'material': 'Wool', 'brand': 'Local Brand', 'condition': 'Vintage'}",Red Animal Print Trousers by Local Brand (Vintage)
item_93,False,['Outerwear'],2024-04-26T03:42:14.535899,"{'subcategory': 'Jacket', 'price': 152.83, 'color': 'Black', 'pattern': 'Floral', 'material': 'Linen', 'brand': 'Zara', 'condition': 'Like New'}",Black Floral Jacket by Zara (Like New)
item_94,False,['Outerwear'],2024-08-09T02:29:10.535899,"{'subcategory': 'Jacket', 'price': 106.33, 'color': 'Green', 'pattern': 'Polka Dot', 'material': 'Wool', 'brand': 'Local Brand', 'condition': 'Like New'}",Green Polka Dot Jacket by Local Brand (Like New)
item_95,False,['Outerwear'],2024-10-24T14:23:31.535899,"{'subcategory': 'Cardigan', 'price': 53.44, 'color': 'Red', 'pattern': 'Plaid', 'material': 'Wool', 'brand': ""Levi's"", 'condition': 'Gently Used'}",Red Plaid Cardigan by Levi's (Gently Used)
item_96,False,['Outerwear'],2024-02-19T18:19:53.535899,"{'subcategory': 'Coat', 'price': 96.86, 'color': 'Black', 'pattern': 'Polka Dot', 'material': 'Linen', 'brand': 'Local Brand', 'condition': 'Gently Used'}",Black Polka Dot Coat by Local Brand (Gently Used)
item_97,False,['Dresses'],2024-10-19T22:39:03.535899,"{'subcategory': 'Maxi Dress', 'price': 49.37, 'color': 'Pink', 'pattern': 'Plaid', 'material': 'Wool', 'brand': 'Local Brand', 'condition': 'Like New'}",Pink Plaid Maxi Dress by Local Brand (Like New)
item_98,False,['Bottoms'],2024-09-12T06:04:37.535899,"{'subcategory': 'Leggings', 'price': 134.1, 'color': 'Red', 'pattern': 'Floral', 'material': 'Silk', 'brand': 'Prada', 'condition': 'Vintage'}",Red Floral Leggings by Prada (Vintage)
item_99,False,['Shoes'],2024-10-06T08:27:06.535899,"{'subcategory': 'Heels', 'price': 103.52, 'color': 'Green', 'pattern': 'Animal Print', 'material': 'Polyester', 'brand': ""Levi's"", 'condition': 'Vintage'}",Green Animal Print Heels by Levi's (Vintage)
item_100,False,['Accessories'],2024-10-28T20:31:16.535899,"{'subcategory': 'Scarves', 'price': 26.83, 'color': 'Gray', 'pattern': 'Solid', 'material': 'Cotton', 'brand': 'Nike', 'condition': 'Gently Used'}",Gray Solid Scarves by Nike (Gently Used)
item_101,False,['Accessories'],2024-02-09T00:38:17.535899,"{'subcategory': 'Belts', 'price': 54.71, 'color': 'Black', 'pattern': 'Polka Dot', 'material': 'Linen', 'brand': 'Zara', 'condition': 'Vintage'}",Black Polka Dot Belts by Zara (Vintage)
item_102,False,['Dresses'],2024-08-03T09:49:37.535899,"{'subcategory': 'Midi Dress', 'price': 47.87, 'color': 'Green', 'pattern': 'Plaid', 'material': 'Wool', 'brand': 'Adidas', 'condition': 'Gently Used'}",Green Plaid Midi Dress by Adidas (Gently Used)
